Site,Date,DOY,Sunset time,Time,After sunset (min),SQM (mags/arcsec2),Temperature (°C),Wet Bulb Temp (°C),Relative Humidity (%),Barometric Pressure (mb),Altitude (m),Station Pressure (mb),Heat Index (°C),Dew Point (°C),Humidity Ratio (g/kg),Density Altitude (m),Relative Air Density (%),Air Flow (m3/m),Air Speed (km/h),Evaporation Rate (kg/m²/h),Wind Chill (°C),Delta T (°C),Air Density (kg/m3),Notes
Z3-3,September 8,250,7:05 PM,8:50 PM,105,19.37,14.7,13.3,86.4,1019.4,-53,1019.4,14.7,12.4,8.93,-18,100.1,0,0,0.07,14.6,1.4,1.227,
Z3-3,September 8,250,7:05 PM,9:05 PM,120,19.11,14.3,12.6,83,1019.5,-53,1019.5,14.2,11.4,8.35,-37,100.3,0,0,0.08,14.2,1.7,1.229,
S1-1,September 10,252,7:02 PM,7:12 PM,10,,19.4,16.1,71.5,1015.2,-18,1015.2,19.1,14.1,10.03,200,98,2,1.5,0.08,19.4,3.3,1.201,
S1-1,September 10,252,7:02 PM,7:27 PM,25,,17.8,15.5,78.7,1015.2,-18,1015.2,17.5,14.1,9.99,143,98.6,1,1.2,0.07,17.8,2.3,1.208,
S1-1,September 10,252,7:02 PM,7:42 PM,40,,17.6,15.2,78.7,1015.1,-17,1015.1,17.2,13.8,9.85,136,98.7,2,1.4,0.08,17.5,2.4,1.209,
S1-1,September 10,252,7:02 PM,7:57 PM,55,,18.1,15.7,78.3,1015,-16,1015,17.7,14.2,10.09,154,98.5,0,0,0.05,18,2.4,1.206,
S1-1,September 10,252,7:02 PM,8:12 PM,70,,17.6,15.5,79.8,1015,-16,1015,17.4,14.1,10.03,140,98.6,0,0,0.05,17.6,2.1,1.208,
S1-1,September 10,252,7:02 PM,8:27 PM,85,,17.3,15.1,79.7,1015.1,-17,1015.1,17,13.7,9.78,124,98.8,2,1.5,0.08,17.2,2.2,1.21,
S1-1,September 10,252,7:02 PM,8:42 PM,100,,17.4,15.1,79.8,1015.1,-16,1015.1,17.2,13.9,9.8,125,98.8,2,1.5,0.08,17.4,2.2,1.21,
S1-1,September 10,252,7:02 PM,8:57 PM,115,,17.2,15.3,81.5,1014.9,-15,1014.9,17.1,14.1,9.98,126,98.7,2,1.4,0.08,17.2,1.9,1.21,
S1-1,September 10,252,7:02 PM,9:12 PM,130,,16.9,14.8,80,1014.7,-13,1014.7,16.7,13.4,9.59,113,98.9,0,0,0.06,16.9,2.1,1.211,
S1-2,September 10,252,7:02 PM,7:07 PM,5,,19.5,16.2,71,1014.8,-15,1014.8,19.2,14.1,10.05,209,98,0,0,0.05,19.5,3.3,1.2,
S1-2,September 10,252,7:02 PM,7:22 PM,20,,17.2,14.8,77.4,1015,-15,1015,16.8,13.2,9.44,119,98.8,2,1.4,0.09,17.1,2.4,1.211,
S1-2,September 10,252,7:02 PM,7:37 PM,35,,17.8,15.1,76.7,1014.5,-12,1014.6,17.3,13.5,9.65,144,98.6,0,0,0.06,17.6,2.6,1.208,
S1-2,September 10,252,7:02 PM,7:52 PM,50,,17.6,15.7,81.9,1014.7,-13,1014.7,17.4,14.4,10.25,142,98.6,2,1.4,0.07,17.5,1.9,1.208,
S1-2,September 10,252,7:02 PM,8:07 PM,65,,17.6,15.5,80.3,1014.5,-12,1014.5,17.4,14.2,10.1,145,98.6,2,1.4,0.07,17.6,2.1,1.207,
S1-2,September 10,252,7:02 PM,8:22 PM,80,,16.9,14.9,80.8,1014.6,-13,1014.6,16.8,13.6,9.69,115,98.8,0,0,0.06,16.9,2,1.211,
S1-2,September 10,252,7:02 PM,8:37 PM,95,,17.1,14.8,78.1,1014.5,-12,1014.5,16.8,13.3,9.49,123,98.8,1,1.1,0.08,17.1,2.3,1.21,
S1-2,September 10,252,7:02 PM,8:52 PM,110,,17,14.8,79,1014.3,-10,1014.3,16.7,13.3,9.51,120,98.8,2,1.3,0.08,16.9,2.2,1.21,
S1-2,September 10,252,7:02 PM,9:07 PM,125,,16.5,14.9,83.8,1014.2,-10,1014.2,16.5,13.8,9.81,107,98.9,2,1.8,0.09,16.5,1.6,1.212,
S1-3,September 10,252,7:02 PM,7:02 PM,0,,18.9,16,74.7,1014.1,-8,1014.1,18.5,14.3,10.19,196,98.1,0,0,0.05,18.9,2.9,1.202,
S1-3,September 10,252,7:02 PM,7:17 PM,15,,17.6,15.3,77.9,1014,-8,1014,17.3,13.8,9.8,149,98.5,1,1.2,0.08,17.6,2.4,1.207,
S1-3,September 10,252,7:02 PM,7:32 PM,30,,17.1,15,81,1013.9,-7,1013.9,16.9,13.8,9.82,129,98.7,1,1.1,0.08,17,2.1,1.209,
S1-3,September 10,252,7:02 PM,7:47 PM,45,,16.7,14.7,80.6,1013.9,-6,1013.9,16.5,13.4,9.57,116,98.8,1,1.3,0.08,16.7,2,1.211,
S1-3,September 10,252,7:02 PM,8:02 PM,60,,17,15.1,81.8,1013.8,-5,1013.8,16.9,13.9,9.9,129,98.7,0,0,0.06,17,1.9,1.209,
S1-3,September 10,252,7:02 PM,8:17 PM,75,,16.7,14.8,81.3,1013.8,-5,1013.7,16.6,13.5,9.64,115,98.8,0,0,0.06,16.7,1.9,1.211,
S1-3,September 10,252,7:02 PM,8:32 PM,90,,16.6,14.8,82.3,1013.9,-7,1013.9,16.5,13.6,9.68,111,98.9,2,1.4,0.08,16.6,1.8,1.211,
S1-3,September 10,252,7:02 PM,8:47 PM,105,,16.6,14.7,81.2,1013.8,-6,1013.8,16.5,13.4,9.58,113,98.9,2,1.5,0.09,16.6,1.9,1.211,
S1-3,September 10,252,7:02 PM,9:02 PM,120,,17.1,15.2,81.6,1013.6,-4,1013.6,17,14,9.94,136,98.7,0,0,0.06,17.1,1.9,1.209,
S2-1,September 10,252,7:02 PM,7:12 PM,10,12.7,17.6,16,85.3,1014.9,-15,1014.9,17.5,15.1,10.68,142,98.6,0,0,0.05,17.5,1.6,1.208,
S2-1,September 10,252,7:02 PM,7:27 PM,25,15.61,17.8,15.9,82.9,1014.9,-15,1014.9,17.7,14.8,10.5,148,98.5,0,0,0.05,17.7,1.9,1.207,
S2-1,September 10,252,7:02 PM,7:42 PM,40,18.1,18.8,15.9,74.2,1014.7,-14,1014.7,18.4,14.2,10.05,185,98.2,0,0,0.05,18.8,2.9,1.203,
S2-1,September 10,252,7:02 PM,7:57 PM,55,18.55,18,15.8,79.9,1014.2,-8,1014.2,17.8,14.5,10.3,163,98.4,0,0,0.05,18,2.2,1.205,
S2-1,September 10,252,7:02 PM,8:12 PM,70,19.05,17.5,15.2,79.1,1014.7,-13,1014.8,17.2,13.8,9.84,136,98.7,0,0,0.06,17.4,2.3,1.209,
S2-1,September 10,252,7:02 PM,8:27 PM,85,18.84,18.1,15.8,79.4,1014.8,-15,1014.8,17.8,14.4,10.24,157,98.5,0,0,0.05,18,2.2,1.206,
S2-1,September 10,252,7:02 PM,8:42 PM,100,19.04,18.6,16.5,81.5,1014.5,-12,1014.5,18.4,15.3,10.87,182,98.2,0,0,0.04,18.5,2.1,1.203,
S2-1,September 10,252,7:02 PM,8:57 PM,115,18.9,16.8,15,83.7,1014.5,-11,1014.5,16.7,14,9.95,113,98.9,0,0,0.06,16.7,1.8,1.211,
S2-1,September 10,252,7:02 PM,9:12 PM,130,19.03,18.6,16.3,79.9,1014.5,-11,1014.5,18.3,15,10.65,181,98.2,0,0,0.05,18.5,2.3,1.203,
S2-2,September 10,252,7:02 PM,7:07 PM,5,11.3,18.7,15.7,73.3,1014.9,-15,1014.9,18.3,13.8,9.86,178,98.3,0,0,0.06,18.7,3,1.204,
S2-2,September 10,252,7:02 PM,7:22 PM,20,14.07,17.8,15.7,80.1,1014.8,-15,1014.8,17.6,14.4,10.19,149,98.5,0,0,0.05,17.8,2.1,1.207,
S2-2,September 10,252,7:02 PM,7:37 PM,35,17.13,18.6,16.2,79,1014.7,-13,1014.7,18.4,14.9,10.58,182,98.2,0,0,0.05,18.6,2.4,1.203,
S2-2,September 10,252,7:02 PM,7:52 PM,50,18.48,18.8,15.8,73.4,1014.6,-13,1014.6,18.3,13.9,9.9,183,98.2,0,0,0.06,18.7,3,1.203,
S2-2,September 10,252,7:02 PM,8:07 PM,65,19.16,17.3,15.1,79.5,1014.5,-12,1014.5,17.1,13.8,9.8,132,98.7,0,0,0.06,17.3,2.2,1.209,
S2-2,September 10,252,7:02 PM,8:22 PM,80,19.13,17.7,15.6,81.1,1014.6,-12,1014.6,17.6,14.4,10.23,147,98.5,0,0,0.05,17.7,2.1,1.207,
S2-2,September 10,252,7:02 PM,8:37 PM,95,19.12,16.9,15.2,83.2,1013.9,-6,1013.9,16.9,14.1,10.01,126,98.7,0,0,0.06,16.9,1.8,1.21,
S2-2,September 10,252,7:02 PM,8:52 PM,110,19.28,17.7,15,75.1,1015,-15,1015,17.3,13.3,9.47,139,98.6,0,0,0.06,17.7,2.7,1.208,
S2-2,September 10,252,7:02 PM,9:07 PM,125,19.09,17.2,15,78.9,1014.2,-8,1014.2,17,13.6,9.67,131,98.7,0,0,0.06,17.2,2.2,1.209,
S2-3,September 10,252,7:02 PM,7:02 PM,0,9.52,18.7,15.7,73.6,1014.7,-14,1014.7,18.3,13.9,9.88,180,98.2,0,0,0.06,18.7,3,1.203,
S2-3,September 10,252,7:02 PM,7:17 PM,15,13.09,16.9,15.3,84.5,1014.7,-13,1014.7,16.8,14.3,10.13,116,98.8,0,0,0.05,16.8,1.6,1.211,
S2-3,September 10,252,7:02 PM,7:32 PM,30,15.87,18.1,16,81.2,1014.6,-12,1014.6,18,14.9,10.53,164,98.4,0,0,0.05,18.1,2.1,1.205,
S2-3,September 10,252,7:02 PM,7:47 PM,45,18.5,18.4,15.7,76.2,1014.5,-11,1014.5,18,14.1,10.04,172,98.3,0,0,0.05,18.4,2.7,1.204,
S2-3,September 10,252,7:02 PM,8:02 PM,60,18.17,18.8,15.8,73.7,1014.4,-11,1014.4,18.3,14,9.94,185,98.2,0,0,0.05,18.7,3,1.203,
S2-3,September 10,252,7:02 PM,8:17 PM,75,19.47,17.2,15.5,84.4,1014.9,-15,1014.9,17.1,14.5,10.3,126,98.7,0,0,0.05,17.1,1.7,1.21,
S2-3,September 10,252,7:02 PM,8:32 PM,90,16.7,17.1,15.3,83.8,1015.7,-21,1015.7,17,14.3,10.16,113,98.9,0,0,0.05,17,1.8,1.211,
S2-3,September 10,252,7:02 PM,8:47 PM,105,19.33,17,15.2,82.7,1014.3,-10,1014.3,17,14.1,9.99,124,98.8,0,0,0.06,17,1.8,1.21,
S2-3,September 10,252,7:02 PM,9:02 PM,120,18.81,17,14.9,79.7,1014,-8,1014,16.8,13.5,9.64,126,98.7,0,0,0.06,17,2.1,1.21,
S3-1,September 10,252,7:02 PM,7:12 PM,10,8.99,16.5,14.7,83,1018.4,-44,1018.4,16.5,13.6,9.69,63,99.3,4,3.1,0.11,16.5,1.8,1.217,
S3-1,September 10,252,7:02 PM,7:27 PM,25,12.34,16.4,14.9,85.2,1018.3,-43,1018.3,16.4,13.9,9.89,61,99.4,2,1.8,0.09,16.4,1.5,1.217,
S3-1,September 10,252,7:02 PM,7:42 PM,40,15.19,16.2,14.9,86.3,1018.2,-43,1018.2,16.3,14,9.89,56,99.4,0,0,0.06,16.2,1.4,1.218,
S3-1,September 10,252,7:02 PM,7:57 PM,55,17.59,16.4,15.1,87.7,1018.2,-42,1018.2,16.4,14.3,10.13,62,99.4,0,0,0.05,16.3,1.3,1.217,
S3-1,September 10,252,7:02 PM,8:12 PM,70,17.9,16.1,15,89.1,1018.2,-43,1018.2,16.2,14.3,10.09,50,99.5,0,0,0.06,16,1.1,1.219,
S3-1,September 10,252,7:02 PM,8:27 PM,85,19.28,15.9,14.9,90,1018.3,-43,1018.3,16.1,14.3,10.1,44,99.5,0,0,0.06,15.9,1,1.219,
S3-1,September 10,252,7:02 PM,8:42 PM,100,19.13,15.8,14.9,90.7,1018.1,-42,1018.1,16.1,14.3,10.11,42,99.5,0,0,0.06,15.8,0.9,1.219,
S3-1,September 10,252,7:02 PM,8:57 PM,115,19.07,,,,,,,,,,,,,,,,,,
S3-1,September 10,252,7:02 PM,9:12 PM,130,19.21,15.6,14.8,92,1017.9,-40,1017.9,15.9,14.3,10.11,36,99.6,0,0,0.06,15.5,0.8,1.22,
S3-2,September 10,252,7:02 PM,7:07 PM,5,8.1,16.7,14.8,81.7,1018.4,-45,1018.4,16.6,13.6,9.66,70,99.3,6,4.4,0.13,16.7,1.9,1.216,
S3-2,September 10,252,7:02 PM,7:22 PM,20,11.1,16.2,14.7,85.1,1018.4,-45,1018.4,16.2,13.7,9.73,52,99.4,0,0,0.06,16.2,1.5,1.218,
S3-2,September 10,252,7:02 PM,7:37 PM,35,14.23,16.2,14.9,86.5,1018.2,-43,1018.2,16.3,14,9.9,55,99.4,0,0,0.06,16.2,1.3,1.218,
S3-2,September 10,252,7:02 PM,7:52 PM,50,16.85,16.2,14.9,87.1,1018.2,-43,1018.2,16.3,14.1,9.96,55,99.4,0,0,0.06,16.2,1.3,1.218,
S3-2,September 10,252,7:02 PM,8:07 PM,65,18.52,16.3,14.9,87,1018.2,-43,1018.2,16.3,14.1,9.98,56,99.4,0,0,0.06,16.2,1.4,1.218,
S3-2,September 10,252,7:02 PM,8:22 PM,80,19.41,15.8,14.7,89.4,1018.3,-44,1018.3,15.9,14,9.93,37,99.6,1,1.2,0.08,15.7,1.1,1.22,
S3-2,September 10,252,7:02 PM,8:37 PM,95,19.02,15.7,14.6,88.8,1018.3,-43,1018.3,15.9,13.9,9.83,35,99.6,0,0,0.06,15.7,1.1,1.22,
S3-2,September 10,252,7:02 PM,8:52 PM,110,18.77,15.7,14.8,90.7,1018.1,-42,1018.1,16,14.2,10.05,40,99.6,0,0,0.06,15.7,0.9,1.22,
S3-2,September 10,252,7:02 PM,9:07 PM,125,18.72,15.5,14.6,91.4,1017.9,-40,1017.9,15.8,14.1,10.01,33,99.6,0,0,0.06,15.5,0.9,1.221,
S3-3,September 10,252,7:02 PM,7:02 PM,0,7.14,16.7,14.8,81.2,1018.6,-46,1018.6,16.6,13.5,9.6,68,99.3,11,7.2,0.18,16.5,1.9,1.217,
S3-3,September 10,252,7:02 PM,7:17 PM,15,10.17,16.4,14.8,83.6,1018.4,-45,1018.4,16.4,13.7,9.71,60,99.4,4,2.6,0.1,16.4,1.6,1.217,
S3-3,September 10,252,7:02 PM,7:32 PM,30,13.52,16.3,14.8,85.5,1018.3,-44,1018.3,16.2,13.8,9.82,56,99.4,2,1.8,0.09,16.2,1.5,1.218,
S3-3,September 10,252,7:02 PM,7:47 PM,45,16.23,16.7,15.2,86.6,1018.3,-44,1018.3,16.7,14.4,10.21,72,99.3,0,0,0.05,16.6,1.5,1.216,
S3-3,September 10,252,7:02 PM,8:02 PM,60,18.44,16.1,14.9,88.2,1018.3,-43,1018.3,16.1,14.1,10.01,50,99.5,0,0,0.06,16,1.2,1.219,
S3-3,September 10,252,7:02 PM,8:17 PM,75,19.14,15.8,14.7,88.7,1018.3,-44,1018.3,16,14,9.91,41,99.6,0,0,0.06,15.8,1.1,1.22,
S3-3,September 10,252,7:02 PM,8:32 PM,90,18.69,15.7,14.7,90,1018,-40,1018,16,14.1,9.98,40,99.6,2,1.9,0.09,15.7,1,1.22,
S3-3,September 10,252,7:02 PM,8:47 PM,105,19.17,15.6,14.7,90.8,1018.2,-42,1018.2,15.8,14.1,9.96,32,99.6,3,2.3,0.09,15.5,0.8,1.221,
S3-3,September 10,252,7:02 PM,9:02 PM,120,18.69,15.4,14.5,91.5,1018,-40,1018,15.6,14,9.91,26,99.7,0,0,0.06,15.3,0.9,1.221,
W1-1,September 11,253,7:00 PM,7:10 PM,10,10.48,22,17.6,65.8,1014.3,-10,1014.3,22.2,15.3,10.86,306,97,0,0,0.04,22,4.4,1.189,
W1-1,September 11,253,7:00 PM,7:25 PM,25,13.95,22.7,17.5,60.3,1014.4,-11,1014.4,22.7,14.6,10.38,328,96.8,0,0,0.05,22.7,5.2,1.186,
W1-1,September 11,253,7:00 PM,7:40 PM,40,16.95,22.7,17.6,61,1014.6,-13,1014.6,22.6,14.8,10.47,324,96.9,0,0,0.05,22.6,5.1,1.187,
W1-1,September 11,253,7:00 PM,7:55 PM,55,18.6,21.3,17.7,70.9,1014.8,-14,1014.8,21.4,15.8,11.21,278,97.3,0,0,0.04,21.2,3.6,1.192,
W1-1,September 11,253,7:00 PM,8:10 PM,70,17.68,19.9,16.3,69.3,1015,-16,1015,19.7,14.2,10.05,220,97.8,0,0,0.05,19.9,3.6,1.199,
W1-1,September 11,253,7:00 PM,8:25 PM,85,18.49,20,16.4,70.2,1015.1,-17,1015.1,19.7,14.4,10.2,221,97.8,0,0,0.05,19.9,3.6,1.199,
W1-1,September 11,253,7:00 PM,8:40 PM,100,18.18,19.1,15.8,71,1015.3,-19,1015.3,18.6,13.8,9.78,187,98.2,0,0,0.06,19.1,3.3,1.203,
W1-1,September 11,253,7:00 PM,8:55 PM,115,17.89,19.1,16.2,75,1015.4,-19,1015.4,18.7,14.5,10.29,187,98.2,0,0,0.05,19,2.9,1.203,
W1-1,September 11,253,7:00 PM,9:10 PM,130,17.71,18.3,15.4,74.6,1015.5,-21,1015.5,17.8,13.7,9.77,157,98.5,0,0,0.06,18.3,2.9,1.206,
W1-2,September 11,253,7:00 PM,7:05 PM,5,10.04,21.3,17.4,68.2,1014.6,-13,1014.6,21.3,15.2,10.77,277,97.3,0,0,0.04,21.2,3.9,1.192,
W1-2,September 11,253,7:00 PM,7:20 PM,20,12.85,21.1,17,67.2,1014.8,-14,1014.8,21.2,14.8,10.5,269,97.4,0,0,0.05,21.1,4.1,1.193,
W1-2,September 11,253,7:00 PM,7:35 PM,35,15.49,22.1,17.4,63.4,1014.9,-15,1014.9,22.2,14.8,10.49,300,97.1,0,0,0.05,22,4.7,1.19,
W1-2,September 11,253,7:00 PM,7:50 PM,50,18.3,19.8,16.6,73.7,1015.1,-16,1015.1,19.6,14.9,10.59,218,97.9,0,0,0.05,19.7,3.2,1.199,
W1-2,September 11,253,7:00 PM,8:05 PM,65,18.74,21,16.6,64.2,1015.2,-18,1015.2,21,14,9.95,256,97.5,0,0,0.05,21,4.4,1.195,
W1-2,September 11,253,7:00 PM,8:20 PM,80,18.83,20.1,16.3,67.7,1015.5,-19,1015.5,19.9,14,9.93,223,97.8,0,0,0.05,20.1,3.8,1.198,
W1-2,September 11,253,7:00 PM,8:35 PM,95,18.49,21,16.7,65,1015.6,-21,1015.6,20.8,14.1,10.04,251,97.6,0,0,0.05,20.9,4.3,1.195,
W1-2,September 11,253,7:00 PM,8:50 PM,110,18.04,18.8,15.5,70.5,1015.8,-22,1015.8,18.2,13.4,9.53,172,98.3,2,1.4,0.08,18.8,3.3,1.204,
W1-2,September 11,253,7:00 PM,9:05 PM,125,18.56,19.3,16,71.7,1015.8,-23,1015.8,19,14.1,9.99,191,98.1,0,0,0.05,19.3,3.3,1.202,
W1-3,September 11,253,7:00 PM,7:00 PM,0,7.54,24.8,19.5,61.6,1014.1,-8,1014.1,24.8,16.9,12.04,413,96,0,0,0.03,24.7,5.3,1.177,
W1-3,September 11,253,7:00 PM,7:15 PM,15,10.25,22.2,17.8,65.9,1014.3,-10,1014.3,22.4,15.5,11.02,314,97,0,0,0.04,22.2,4.4,1.188,
W1-3,September 11,253,7:00 PM,7:30 PM,30,13.8,22.6,17.8,63,1014.5,-12,1014.5,22.7,15.2,10.77,324,96.9,0,0,0.04,22.5,4.8,1.187,
W1-3,September 11,253,7:00 PM,7:45 PM,45,16.75,22.1,18,67.5,1014.6,-13,1014.6,22.4,15.8,11.22,309,97,0,0,0.04,22.1,4.1,1.189,
W1-3,September 11,253,7:00 PM,8:00 PM,60,18.29,19.1,16.2,75.2,1014.9,-15,1014.9,18.8,14.6,10.35,194,98.1,0,0,0.05,19,2.9,1.202,
W1-3,September 11,253,7:00 PM,8:15 PM,75,18.49,19.8,16.3,70.5,1014.9,-15,1014.9,19.4,14.2,10.12,216,97.9,0,0,0.05,19.7,3.5,1.199,
W1-3,September 11,253,7:00 PM,8:30 PM,90,17.57,19.2,15.9,71.2,1015.2,-17,1015.2,18.8,13.9,9.88,193,98.1,0,0,0.06,19.2,3.3,1.202,
W1-3,September 11,253,7:00 PM,8:45 PM,105,17.49,18.7,15.8,74.4,1015.3,-18,1015.3,18.1,14.1,9.98,173,98.3,0,0,0.05,18.6,2.9,1.204,
W1-3,September 11,253,7:00 PM,9:00 PM,120,17.18,19.2,16,72.8,1015.5,-19,1015.5,18.9,14.2,10.09,191,98.1,0,0,0.05,19.2,3.2,1.202,
W2-1,September 11,253,7:00 PM,7:10 PM,10,,20.5,17.3,72.8,1012.4,5,1012.4,20.6,15.5,10.98,273,97.4,0,0,0.04,20.5,3.2,1.193,
W2-1,September 11,253,7:00 PM,7:25 PM,25,,18,15.8,81,1012.6,4,1012.6,17.8,14.6,10.4,178,98.2,1,1.3,0.07,17.9,2.1,1.204,
W2-1,September 11,253,7:00 PM,7:40 PM,40,,19.5,16.4,73.7,1012.7,2,1012.7,19.3,14.7,10.43,231,97.7,2,1.4,0.07,19.5,3.1,1.197,
W2-1,September 11,253,7:00 PM,7:55 PM,55,,20.2,17.8,79.9,1013.5,-3,1013.5,20.4,16.6,11.81,255,97.5,2,1.4,0.04,20.1,2.4,1.195,
W2-1,September 11,253,7:00 PM,8:10 PM,70,,18.3,15.8,78.2,1013,--,1013,17.9,14.4,10.25,184,98.2,2,1.4,0.07,18.2,2.5,1.203,
W2-1,September 11,253,7:00 PM,8:25 PM,85,,20,17.8,80.5,1013.3,-1,1013.3,20.2,16.6,11.8,252,97.5,0,0,0.03,20,2.2,1.195,
W2-1,September 11,253,7:00 PM,8:40 PM,100,,20,17.8,80.5,1013.7,-4,1013.4,20.2,16.6,11.81,249,97.6,2,1.5,0.04,20,2.3,1.195,
W2-1,September 11,253,7:00 PM,8:55 PM,115,,19.4,17.2,80.2,1013.6,-4,1013.6,19.3,15.9,11.28,223,97.8,3,2.4,0.06,19.3,2.2,1.198,
W2-1,September 11,253,7:00 PM,9:10 PM,130,,19.4,17.2,80.7,1013.7,-4,1013.7,19.3,16,11.34,223,97.8,0,0,0.04,19.3,2.2,1.198,
W2-2,September 11,253,7:00 PM,7:05 PM,5,,18.9,16.3,77.2,1012.1,8,1012.1,18.6,14.8,10.52,215,97.9,2,1.7,0.07,18.8,2.6,1.199,
W2-2,September 11,253,7:00 PM,7:20 PM,20,,20.5,18.1,79.5,1012.2,7,1012.2,20.7,16.8,12,281,97.3,2,1.5,0.04,20.4,2.4,1.192,
W2-2,September 11,253,7:00 PM,7:35 PM,35,,19.5,16.9,77,1012.5,4,1012.5,19.5,15.4,10.92,237,97.7,2,1.7,0.06,19.5,2.6,1.197,
W2-2,September 11,253,7:00 PM,7:50 PM,50,,19.3,16.4,75.3,1012.8,2,1012.8,19,14.8,10.51,223,97.8,1,1.2,0.06,19.2,2.9,1.198,
W2-2,September 11,253,7:00 PM,8:05 PM,65,,18.7,16.2,77.6,1013.1,--,1013.1,18.5,14.7,10.46,201,98,0,0,0.05,18.7,2.5,1.201,
W2-2,September 11,253,7:00 PM,8:20 PM,80,,19.2,16.8,78.7,1013.4,-2,1013.4,19.1,15.4,10.94,218,97.9,2,1.4,0.06,19.2,2.4,1.199,
W2-2,September 11,253,7:00 PM,8:35 PM,95,,18.6,16.1,78.2,1013.2,-1,1013.2,18.2,14.7,10.46,194,98.1,2,1.5,0.07,18.5,2.5,1.202,
W2-2,September 11,253,7:00 PM,8:50 PM,110,,18.9,16.8,81.6,1013.3,-2,1013.3,18.8,15.7,11.11,207,98,0,0,0.04,18.8,2.1,1.2,
W2-2,September 11,253,7:00 PM,9:05 PM,125,,18.9,16.1,75.7,1013.4,-3,1013.4,18.5,14.5,10.3,202,98,2,1.4,0.07,18.8,2.8,1.201,
W2-3,September 11,253,7:00 PM,7:00 PM,0,,21.8,19.4,80.1,1012,8,1012,22.5,18.2,13.13,336,96.8,0,0,0.01,21.8,2.4,1.185,
W2-3,September 11,253,7:00 PM,7:15 PM,15,,20.6,16.8,69.7,1012.2,7,1012.2,20.5,14.8,10.53,274,97.3,1,1.3,0.06,20.5,3.8,1.193,
W2-3,September 11,253,7:00 PM,7:30 PM,30,,19.4,17.6,84.7,1012.2,6,1012.2,19.6,16.7,11.9,240,97.7,2,1.7,0.04,19.3,1.8,1.196,
W2-3,September 11,253,7:00 PM,7:45 PM,45,,19.1,16.5,77,1012.6,4,1012.6,18.8,15,10.63,219,97.9,2,1.4,0.06,19,2.6,1.199,
W2-3,September 11,253,7:00 PM,8:00 PM,60,,19.1,16.5,77.2,1012.5,5,1012.5,19,15,10.68,221,97.8,2,1.7,0.07,19.1,2.6,1.199,
W2-3,September 11,253,7:00 PM,8:15 PM,75,,18.5,16.1,78.9,1012.9,2,1012.9,18.2,14.8,10.47,194,98.1,0,0,0.05,18.4,2.4,1.202,
W2-3,September 11,253,7:00 PM,8:30 PM,90,,19.5,16.4,73.7,1012.9,2,1012.9,19.3,14.7,10.43,230,97.8,3,2.1,0.08,19.5,3.1,1.198,
W2-3,September 11,253,7:00 PM,8:45 PM,105,,19.1,16.3,74.9,1013.1,--,1013.1,18.8,14.6,10.37,215,97.9,0,0,0.05,19.1,2.9,1.199,
W2-3,September 11,253,7:00 PM,9:00 PM,120,,19.1,16.3,75.7,1013.3,-2,1013.3,18.8,14.7,10.44,211,97.9,2,1.4,0.07,19,2.8,1.2,
W3-1,September 11,253,7:00 PM,7:10 PM,10,8.71,19.3,17.3,82.9,1014.3,-10,1014.3,19.5,16.3,11.59,215,97.9,0,0,0.03,19.3,2,1.199,
W3-1,September 11,253,7:00 PM,7:25 PM,25,12.28,18.5,16.6,83.1,1014.5,-11,1014.5,18.4,15.6,11.03,180,98.2,0,0,0.04,18.4,1.9,1.203,
W3-1,September 11,253,7:00 PM,7:40 PM,40,15.44,17.8,15.4,78.1,1014.7,-14,1014.7,17.4,13.9,9.89,146,98.6,0,0,0.06,17.7,2.4,1.207,
W3-1,September 11,253,7:00 PM,7:55 PM,55,18.06,17.1,15.1,81.7,1014.7,-14,1014.8,16.9,13.9,9.88,121,98.8,0,0,0.06,17,1.9,1.21,
W3-1,September 11,253,7:00 PM,8:10 PM,70,18.82,16.7,14.2,77,1015.1,-17,1015.1,16.3,12.6,9.09,99,99,0,0,0.07,16.6,2.5,1.213,
W3-1,September 11,253,7:00 PM,8:25 PM,85,18.33,16.5,14.6,81.8,1015.3,-18,1015.3,16.4,13.4,9.58,94,99,0,0,0.06,16.5,1.9,1.213,
W3-1,September 11,253,7:00 PM,8:40 PM,100,18.29,16.6,14.5,80.1,1015.4,-19,1015.4,16.4,13.2,9.42,96,99,0,0,0.06,16.6,2.1,1.213,
W3-1,September 11,253,7:00 PM,8:55 PM,115,18,17.2,15.3,82.3,1015.5,-21,1015.5,17.1,14.2,10.07,120,98.8,0,0,0.05,17.2,1.9,1.21,
W3-1,September 11,253,7:00 PM,9:10 PM,130,18.18,17.7,15.6,80.4,1015.6,-21,1015.6,17.5,14.3,10.15,137,98.6,0,0,0.05,17.7,2.1,1.209,
W3-2,September 11,253,7:00 PM,7:05 PM,5,7.26,19.7,17.3,79.9,1014,-8,1014,19.7,16.1,11.43,230,97.8,0,0,0.04,19.6,2.4,1.198,
W3-2,September 11,253,7:00 PM,7:20 PM,20,10.57,18.9,16.9,82.1,1014.2,-10,1014.2,18.9,15.8,11.21,201,98,0,0,0.04,18.9,2,1.201,
W3-2,September 11,253,7:00 PM,7:35 PM,35,14.01,18.6,16.1,77.3,1014.5,-12,1014.5,18.3,14.6,10.34,181,98.2,0,0,0.05,18.6,2.5,1.203,
